Region,Country,First Closed Won Opp Date,Account ID,CSM Status Stage,Activation Date,Highest Product,Last Product usage date,# delivery partners,Time to Activation
Region C,Country 16,2022-01-13,0016R0000378nsT,Onboarding,,Basic,,1.3,
Region C,Country 16,2022-01-13,0016R0000378nsY,Onboarding,,Basic,,1.3,
Region C,Country 3,2022-01-13,0016R0000378nTO,Active,2022-01-13,Basic,2022-01-14,3.0,0 days
Region C,Country 3,2022-01-13,0016R0000378nuI,Active,2022-01-13,Basic,2022-01-13,1.0,0 days
Region B,Country 9,2022-01-13,0016R0000378nuN,Onboarding,,Basic,,0.0,
Region C,Country 3,2022-01-13,0016R0000378nuS,Active,2022-01-13,Basic,2022-01-13,1.0,0 days
Region C,Country 3,2022-01-13,0016R0000378nuT,Active,2022-01-13,Basic,2022-01-13,1.0,0 days
Region C,Country 3,2022-01-13,0016R0000378nuw,Active,2022-01-13,Basic,2022-01-13,1.0,0 days
Region B,Country 9,2022-01-13,0016R0000378nv1,Onboarding,,Basic,2022-01-14,1.3,
Region B,Country 9,2022-01-13,0016R0000378nvV,Onboarding,,Basic,2022-01-14,1.3,
Region C,Country 16,2022-01-13,0016R0000378nXG,Onboarding,,Basic,2022-01-14,1.0,
Region A,Country 21,2022-01-14,0016R0000378nye,Onboarding,,Basic,,1.3,
Region A,Country 21,2022-01-14,0016R0000378nyj,Onboarding,,Basic,,1.3,
Region A,Country 12,2022-01-14,0016R0000378nyt,Onboarding,,Basic,,1.3,
Region C,Country 16,2022-01-13,0016R0000378nYU,Active,2022-01-15,Basic,2022-01-12,1.0,2 days
Region A,Country 12,2022-01-14,0016R0000378nz3,Onboarding,,Basic,,1.3,
Region A,Country 12,2022-01-14,0016R0000378nz4,Onboarding,,Basic,,1.3,
Region A,Country 12,2022-01-14,0016R0000378nz8,Onboarding,,Basic,,1.3,
Region C,Country 16,2022-01-13,0016R0000378nZ9,Onboarding,,Basic,,1.3,
Region A,Country 21,2022-01-09,0016R0000378NZE,Onboarding,,Basic,,1.3,
Region C,Country 16,2022-01-13,0016R0000378nZN,Onboarding,,Basic,,1.3,
Region D,Country 15,2022-01-09,0016R0000378NZO,Onboarding,,Basic,,1.3,
Region A,Country 1,2022-01-14,0016R0000378o4e,Onboarding,,Basic,,1.3,
Region A,Country 1,2022-01-14,0016R0000378o4K,Onboarding,,Basic,,1.3,
Region A,Country 6,2022-01-14,0016R0000378o4o,Onboarding,,Basic,,1.3,
Region A,Country 1,2022-01-14,0016R0000378o4t,Onboarding,,Basic,,1.3,
Region A,Country 1,2022-01-14,0016R0000378o4y,Onboarding,,Basic,,1.3,
Region A,Country 1,2022-01-14,0016R0000378o4z,Onboarding,,Basic,,1.3,
Region A,Country 1,2022-01-14,0016R0000378o4Z,Onboarding,,Basic,,1.3,
Region A,Country 1,2022-01-14,0016R0000378o60,Onboarding,,Basic,,1.3,
Region A,Country 6,2022-01-14,0016R0000378o6P,Onboarding,,Basic,,1.3,
Region A,Country 23,2022-01-14,0016R0000378o6q,Onboarding,,Basic,,1.3,
Region A,Country 21,2022-01-13,0016R0000378o7u,Onboarding,,Basic,,1.3,
Region A,Country 1,2022-01-13,0016R0000378o7V,Onboarding,,Basic,,1.3,
Region D,Country 11,2022-01-14,0016R0000378oAS,Onboarding,,Basic,,1.3,
Region D,Country 11,2022-01-14,0016R0000378oCc,Onboarding,,Basic,,1.3,
Region A,Country 21,2022-01-14,0016R0000378oEn,Onboarding,,Basic,,1.3,
Region A,Country 21,2022-01-14,0016R0000378oF7,Onboarding,,Basic,,1.3,
Region A,Country 21,2022-01-14,0016R0000378oGA,Onboarding,,Basic,,1.3,
Region A,Country 21,2022-01-14,0016R0000378oHm,Onboarding,,Basic,,1.3,
Region A,Country 1,2022-01-10,0016R0000378OHs,Active,2022-01-09,Basic,,0.0,-1 days
Region A,Country 1,2022-01-10,0016R0000378OIC,Active,2022-01-09,Basic,,0.0,-1 days
Region A,Country 1,2022-01-09,0016R0000378OJA,Onboarding,,Basic,,0.0,
Region A,Country 21,2022-01-06,0016R0000378OKS,Onboarding,,Basic,,1.3,
Region A,Country 21,2022-01-14,0016R0000378oL5,Onboarding,,Basic,,1.3,
Region A,Country 21,2022-01-14,0016R0000378oLP,Onboarding,,Basic,,1.3,
Region D,Country 5,2022-01-08,0016R0000378OlS,Onboarding,,Basic,2022-01-15,1.0,
Region A,Country 6,2022-01-11,0016R0000378OM9,Active,2022-01-13,Basic,,1.3,2 days
Region A,Country 6,2022-01-10,0016R0000378OMJ,Active,2022-01-13,Basic,,2.0,3 days
